11o4LJ5QVJ-ZHEotxzyviTZOujjnQJSZA	1dCfEcVoVaKEvzPhpMGDVx73ntVlDVlGJ	folder	04_craft-effective-questions
1ACjllxX_xEE65tqNr0cLdEWLRHbSCy33	1dCfEcVoVaKEvzPhpMGDVx73ntVlDVlGJ	folder	05_weekly-challenge-1
1Nw81QlZv52p2nQokVfQqkthHg2e6Z4wx	1dCfEcVoVaKEvzPhpMGDVx73ntVlDVlGJ	folder	01_problem-solving-and-effective-questioning
1t1rTSbJfpEhZXF-COK8u42JS9yBn_OEQ	1dCfEcVoVaKEvzPhpMGDVx73ntVlDVlGJ	folder	03_solve-problems-with-data
1Yg-Rfbb_tQidwrIZwoYBwwljPuyh1app	1hJ_xSnEom5HzFJkExJnjxzNMpkRnoP5P	folder	01_understand-the-power-of-data
1oXD1YdOzOvcdg_V4a5cckhl6SG-UVamT	1hJ_xSnEom5HzFJkExJnjxzNMpkRnoP5P	folder	04_weekly-challenge-2
1ptuRISCJVukhjuDjG11c6W1dQCHy-Xn-	1hJ_xSnEom5HzFJkExJnjxzNMpkRnoP5P	folder	02_follow-the-evidence
1CR-QCLjE9bGiqz1T4sgn6rQ8CeuMdZWn	1hJ_xSnEom5HzFJkExJnjxzNMpkRnoP5P	folder	03_connecting-the-data-dots
1zJp7IjkAMmdvhhkWInn4ZaHHbIueHw2k	19WMeny3wrGIzUbyCfdMW5v3yec9Dw0ij	folder	01_program-surveys
1ouKRaO_bUlY8N_PgDS-r7q5Rs-nDYcP2	19WMeny3wrGIzUbyCfdMW5v3yec9Dw0ij	folder	02_citations-from-course
1EDLyqis2m4nhN1aZfMus8Wmt42LWdiiX	1gUyRSrCEFzEFaQunRZoh_tGtHhK3bpSz	folder	01_program-surveys
